SEX ,BT ,SPINFINE ,yWool ,yearlingAGE ,AdultAge   ,Dag  ,CCov ,BDWR ,Pregnancy ,BCS ,Weight  ,DryWt ,Rain ,Temp ,AdultWool
2,2,15.5,3.4,465,371,3,4,3,1,2.5,30.4,0.72,1.49,9.77,4.9
1,2,17.3,4.5,439,371,1,4,4,1,3,45.9,0.89,1.14,7.35,6.6
2,2,15.7,2.2,375,280,2,3,3,0,4,56.3,0.93,1.58,6.15,2.5
2,2,14,1.84,321,366,1,5,3,0,2.5,20.1,0.99,1.07,10.15,3.33
2,2,24,3.7,308,387,3,4,1,2,4,44.2,1.02,0.82,11.95,4.4
2,1,24.8,3.51,313,369,3,3,1,2,4,60.7,2.47,3.12,10.22,4.011
2,2,23.4,3.8,402,321,1,4,1,1,2.7,40.9,0.97,1.41,7.21,3.2
2,2,14.1,2.1,341,351,4,4,2,1,2.5,28.6,2.1,2.15,8.28,3.3
1,2,16.2,1.8,334,351,1,3,2,1,3.5,28,2.1,2.15,8.28,3.7
1,1,17.2,5.2,301,370,2,3,2,1,2.7,41.3,1.68,2.1,13.38,8.4
2,1,15.2,2.4,324,375,4,3,3,1,2,27.4,2.17,2.52,8.19,3.9
1,1,15.8,5.8,291,362,2,3,4,0,3.5,39.3,1.29,1.54,11.22,9.9
2,1,16.6,6.5,469,363,3,2,3,2,3,47.2,1.67,1.09,9.02,4.4
2,1,14.5,2.4,317,343,4,4,3,0,2.7,40.9,1.98,1.28,9.8,6.8
2,2,26.7,3.5,290,380,1,3,1,3,3.5,55.5,0.99,1.09,11.11,7
2,1,17.1,2.9,334,363,1,2,3,0,4,56.3,0.71,2.56,8.67,3.4
2,1,16.4,4,413,359,1,1,1,1,2.5,59.4,1.91,1.57,9.96,3.5
2,2,22.7,3,375,273,1,2,1,2,3.5,38.6,0.96,1.18,6.14,3.9
2,2,15.2,2.1,319,343,3,5,2,1,2.5,40.1,1.98,1.28,9.8,5.4
2,2,15,2.87,324,350,1,4,3,2,2,32.9,1.18,1.54,10.82,5.224
2,2,18.3,4.6,417,359,1,1,1,2,2.5,57.4,1.91,1.57,9.96,3.4
2,2,16.8,3.3,323,349,2,4,4,2,2.5,32.6,1.18,1.52,10.82,5.986
1,2,16.9,3.2,361,299,1,2,2,1,3.5,54.3,1.61,1.19,10.43,4.7
2,2,19.2,4.1,296,366,1,3,2,0,3,61.8,0.81,1.84,14.3,8.7
2,2,14,2.6,393,270,1,2,2,0,2.5,36.6,0.96,1.18,6.14,2.8
1,2,19.3,4.1,458,368,2,3,1,3,3,31.4,0.66,1.42,9.01,5.1
1,1,18.8,3.5,361,299,2,3,2,1,2.5,40.5,1.61,1.19,10.43,4.9
2,1,15.5,2.1,323,375,2,3,3,1,2.5,30.4,2.17,2.52,8.19,3.2
2,3,28.2,2.78,290,354,1,1,1,0,3,50,1.05,1.7,11.9,5.24
2,3,19.4,3.6,445,371,1,4,1,0,3.3,46.3,0.89,1.14,7.35,5.7
2,4,17.2,1.8,306,300,1,2,1,0,3,41.5,1.69,0.81,9.98,2.2
2,1,15.6,1.7,339,351,5,4,1,1,2.5,19.4,2.1,2.15,8.28,3
2,2,21.1,5.7,461,366,1,5,1,0,2.5,51.2,1.49,0.84,8.76,4.2
1,2,17.2,4.8,300,366,1,4,3,2,2.7,56.4,0.81,1.84,14.3,9.1
2,1,15.3,3.04,324,350,3,3,4,0,2.5,29.7,1.18,1.54,10.82,4.732
2,1,16.4,1.9,320,375,1,4,2,1,4,57.9,0.72,2.6,8.92,4.4
2,2,22.5,3.72,324,367,1,5,1,2,3,42.3,0.99,1.07,10.15,3.9
2,1,23.5,4.4,316,415,2,4,1,0,2.5,44.3,1.6,1.09,8.52,6.4
2,1,27.9,5.2,421,359,1,1,1,2,3,64.8,1.91,1.57,9.96,4.7
2,2,16.2,3.7,304,354,2,3,2,2,3,33.4,0.86,1.53,13.78,7.4
2,2,22,3.3,444,366,1,4,1,1,3,42.9,0.94,1.14,7.26,4.8
2,1,18.9,2.6,396,270,1,2,1,2,2.5,30.8,0.96,1.18,6.14,4.7
1,2,16.4,3.6,309,364,1,5,2,2,3,43.8,1.15,0.98,11.57,7.1
2,1,15.7,3.8,425,359,2,1,1,1,2.5,52.4,1.91,1.57,9.96,3.3
2,1,17.5,4.41,283,353,2,4,3,0,3,36,1.05,1.7,11.9,7.2
1,2,16.8,6.2,466,219,1,5,1,1,2.5,51.8,1.49,0.84,8.76,2.6
1,3,17.4,4,305,388,1,4,3,2,3,34.1,1.02,0.84,11.96,9.6
2,2,30.3,4.4,426,359,1,5,1,2,2.5,57.6,1.91,1.57,9.96,3.9
2,3,25,3.1,322,343,3,5,1,0,2.7,40.5,1.98,1.28,9.8,6
2,1,20.9,2.7,373,274,1,2,1,2,3.5,52.3,0.93,1.58,6.15,2.2
2,1,24.9,4.04,320,365,1,2,1,1,3.5,49.1,1.9,2.2,10.06,5.5709
2,1,24.5,4.8,291,362,1,3,2,0,3,52,1.29,1.54,11.22,6.88
2,1,16.2,3.7,324,370,1,3,1,0,3.5,45.5,1.02,1.04,12.31,6.6
1,1,15.3,3.3,324,369,2,5,3,2,2.5,35.5,1.02,1.06,12.3,6.9
1,2,14.5,3.25,356,346,5,4,1,1,3,45.4,1.32,1.84,8.56,5.1
2,1,12.8,3.59,325,349,1,2,3,0,2.5,34.4,1.18,1.52,10.82,5.05
1,2,19.3,3.5,461,368,1,3,2,1,3,36.6,0.66,1.42,9.01,5.1
2,3,21.3,3.8,457,368,2,2,2,0,2.5,38.4,0.66,1.42,9.01,4.1
2,2,19.3,4,458,368,2,2,2,0,2.5,39.4,0.66,1.42,9.01,3.6
2,1,16.1,2.4,372,273,1,2,2,0,2.5,32.2,0.96,1.18,6.14,3.9
2,2,17.5,2.7,323,369,1,4,5,0,2,25.5,1.02,1.06,12.3,6.8
2,2,13.6,1.8,321,359,1,4,2,1,3,17.4,0.96,2.17,9.29,3.2
2,3,18.6,2.6,284,353,1,2,2,2,3.5,52.7,2.39,2.98,10.05,7
2,2,27.6,4.1,424,372,1,1,1,2,2.5,40.1,1.89,1.22,9.11,4.7
2,2,16.5,4.32,285,353,2,2,2,2,4,50,1.05,1.7,11.9,6.22
2,1,20.2,4.4,462,366,1,5,2,1,2.5,43.4,1.49,0.84,8.76,3.8
2,1,17,3.02,315,362,1,5,3,1,3.5,44.4,0.93,1.04,10.75,7.659
1,2,17.2,3.4,437,371,1,4,5,1,2.7,41.3,0.89,1.14,7.35,5.4
1,2,15.9,2.87,319,366,1,5,3,2,2.5,29,0.99,1.07,10.15,5.25
2,2,26,4.2,438,371,1,4,1,0,3.3,46.3,0.89,1.14,7.35,7.7
1,2,18.6,3.8,462,368,1,3,3,2,2,34.8,0.66,1.42,9.01,3.9
1,1,17.2,3.7,305,388,1,4,3,2,3.5,37.2,1.02,0.84,11.96,7.9
2,2,25,2.3,375,274,2,3,1,1,3.5,49.1,0.93,1.58,6.15,2.9
2,2,16.5,2.6,283,353,1,2,3,2,3,45.1,2.39,2.98,10.05,6.01
2,2,14.6,2.6,303,388,2,4,3,2,3,33.2,1.02,0.84,11.96,7.6
2,1,17.5,5.1,468,371,3,5,4,1,3,34.2,0.72,1.49,9.77,6.4
2,2,15.7,3.95,406,321,1,2,2,2,3.5,52.5,0.97,1.41,7.21,4.3
2,1,14.3,3.1,465,371,2,5,3,0,2.5,27.4,0.72,1.49,9.77,3.8
2,2,13.4,5.6,455,368,3,2,4,0,3.5,44.2,0.66,1.42,9.01,5
2,1,24.1,2.75,332,349,2,4,1,0,3,41.5,3.62,2.63,9.14,4.3
2,2,18.7,4.68,284,353,3,3,2,1,3,46,1.05,1.7,11.9,8.85
1,2,16.1,4.9,302,366,1,4,3,2,2.5,45,0.81,1.84,14.3,8.1
2,1,17,4.3,341,348,1,5,4,0,2.5,36.4,1.42,1.05,11.78,7.4
2,1,19.9,2.6,299,331,4,4,2,0,2,16,2.95,2.16,9.49,3.8
2,3,21,3.97,287,353,2,2,2,2,3,46,1.05,1.7,11.9,5.28
2,1,18,3.8,423,359,3,2,1,2,2.5,55.2,1.91,1.57,9.96,3
2,2,26.5,4.8,419,372,1,1,1,0,3,49,1.89,1.22,9.11,5.1
2,1,12.8,6.1,462,368,1,3,1,1,4,48.6,0.66,1.42,9.01,4.8
2,1,17.7,5,416,359,1,1,2,2,3,61.2,1.91,1.57,9.96,3.5
2,3,18.4,3.6,461,366,1,5,1,0,3,56.8,1.49,0.84,8.76,2.9
1,1,16.8,4.5,298,366,1,4,3,2,3,47.4,0.81,1.84,14.3,9.8
2,3,21.3,3.1,321,343,2,4,3,2,2.7,41.1,1.98,1.28,9.8,5.5
2,2,16.3,1.7,322,372,1,2,2,0,3,28.8,0.96,2.13,9.32,3.6
2,2,18.8,3,306,354,3,3,2,2,3,44.6,0.86,1.53,13.78,7.5
1,2,15,3.6,302,388,2,4,3,2,3.5,34.5,1.02,0.84,11.96,8.3
2,2,16.1,3.5,341,348,2,5,2,1,3.5,33,1.42,1.05,11.78,5.8
2,2,15.6,2.5,394,279,2,2,2,1,3,43.5,0.93,1.58,6.09,2.5
1,1,17.2,2.2,330,351,1,3,2,1,3,33.8,2.1,2.15,8.28,3.7
2,3,24.8,4.2,343,348,2,4,2,0,4,44,1.42,1.05,11.78,5.7
2,2,17,5,421,372,1,1,4,1,2.5,40.6,1.89,1.22,9.11,4.5
2,1,22.1,2.1,328,361,1,3,1,0,3.5,33.2,2.15,2.23,8.8,3.9
2,2,20.1,4.8,304,352,1,4,2,0,3,50,1.53,2.27,12.85,6.4
2,2,17.1,2.8,292,376,3,4,4,0,4,56.5,1.78,2.59,8.48,5.6
2,1,15.2,2.6,299,373,1,2,2,2,4.5,67.3,1.8,2.54,8.43,4.8
1,1,15.9,2.8,325,375,2,3,2,1,2,30.2,2.17,2.52,8.19,3.6
2,1,23.1,3.5,394,274,1,2,2,1,4,58.3,0.93,1.58,6.15,2.8
2,2,16.2,2,293,376,3,4,1,0,4,55.7,1.78,2.59,8.48,4
1,1,13.6,3.36,321,366,1,5,3,2,2,30.9,0.99,1.07,10.15,5.33
2,2,16.8,3,322,375,2,3,3,1,2.5,33.4,2.17,2.52,8.19,4
2,2,16.3,4.2,458,368,3,3,2,0,3,37.2,0.66,1.42,9.01,4.3
2,2,16,3.3,303,388,2,4,3,1,3.5,33.2,1.02,0.84,11.96,8.2
2,1,16.4,3.3,306,354,3,4,3,2,3,41.8,0.86,1.53,13.78,9
1,2,18.1,2.9,305,354,2,3,2,1,3.5,47.4,0.86,1.53,13.78,7.7
1,1,15,2.32,319,362,1,5,4,2,3.5,35.2,0.93,1.04,10.75,5.7204
2,2,18.8,2.4,371,279,2,3,2,1,3.5,50.3,0.93,1.58,6.04,3.3
2,2,15.9,2.2,306,364,2,4,2,1,3,31.8,1.15,0.98,11.57,5.9
2,2,18.1,5.8,422,372,1,1,3,0,3,52,1.89,1.22,9.11,5.7
2,2,25.3,4.6,342,348,2,5,1,0,3.5,46,1.42,1.05,11.78,7.2
2,1,13.6,4.9,458,368,2,2,2,0,2.5,43.4,0.66,1.42,9.01,4.4
2,2,19.2,2.1,373,280,2,3,2,2,3.5,52.9,0.93,1.58,6.09,2.8
2,2,14.1,1.6,324,360,1,4,3,1,3.5,21.6,0.96,2.13,9.32,3.2
2,2,17.9,3.5,288,379,1,4,2,2,3,42.5,0.99,1.09,11.11,7.3
2,1,16.8,2.4,377,274,2,2,2,2,3.5,53.1,0.93,1.58,6.09,3.3
2,1,14.4,2.8,325,375,2,5,3,1,2,27.4,2.17,2.52,8.19,3.4
1,2,15.6,4.8,299,366,1,4,3,2,2.5,46.4,0.81,1.84,14.3,9.8
1,1,14.5,2.92,323,338,2,3,4,0,2.5,29.8,1.18,1.54,10.82,4.951
1,1,17.3,6,462,219,3,5,4,1,2.5,43.2,1.49,0.84,8.76,3.4
2,3,17.9,4.5,430,371,5,4,3,1,3,44.3,0.89,1.14,7.35,6.2
2,1,17.7,3.44,313,370,1,2,4,1,3,44.5,1.91,2.19,10.11,6.3582
1,3,18.1,4,439,371,1,4,3,0,3,45.7,0.89,1.14,7.35,7.8
1,1,14.8,2.7,307,364,1,4,4,1,3,36.8,1.15,0.98,11.57,6.4
2,1,16,3.5,335,349,1,5,3,1,3,30.6,1.43,1.08,11.78,5.8
2,2,20.7,2.3,303,300,2,4,2,0,3,42.1,1.69,0.81,9.98,1.9
1,2,17.8,4.6,284,353,2,2,3,2,3,54,1.05,1.7,11.9,8.19
2,1,20.9,5.2,300,371,2,3,2,0,3,41.7,1.68,2.1,13.38,7.4
2,2,18.8,2.9,284,353,1,2,2,0,3.5,48.1,2.39,2.98,10.05,7.3
2,3,15.4,3.5,302,370,2,4,3,2,3,45.1,1.68,2.17,13.4,5.9
2,2,17.4,5.6,470,363,3,2,1,1,2.5,38.8,1.67,1.09,9.02,3.4
2,3,15.1,3.15,404,321,2,2,1,1,3.5,48.9,0.97,1.41,7.21,3.65
2,1,13.6,4.8,460,368,1,3,1,2,3.5,39,0.66,1.42,9.01,3.7
2,2,22,2.2,330,372,1,2,1,0,3.5,47.5,0.96,2.13,9.32,4
2,1,14.8,2.8,321,375,2,2,3,1,2,32.4,2.17,2.52,8.19,3.5
1,2,16.8,3.3,358,299,1,2,3,1,3,46.1,1.61,1.19,10.43,4.5
2,1,20.2,2.75,333,349,2,5,1,0,3.3,46.3,3.62,2.63,9.14,3.55
1,4,18.1,3.57,283,353,2,2,3,2,3,40,1.05,1.7,11.9,6.41
2,3,19,3.1,310,354,4,4,2,2,3,35.8,0.86,1.53,13.78,7
2,2,18.4,2.4,303,300,2,4,5,0,2.5,39.9,1.69,0.81,9.98,2.4
2,1,18,4.1,307,354,3,4,3,1,3,41.4,0.86,1.53,13.78,7.4
2,1,21.4,3,374,273,1,2,1,1,3.5,43,0.96,1.18,6.14,3.6
2,2,16.5,2.26,317,366,1,5,3,0,3.5,24,0.99,1.07,10.15,4.88
2,1,17,5.6,421,359,2,2,2,2,3,64.6,1.91,1.57,9.96,4.4
2,2,15.3,2.1,321,375,5,3,3,1,2,23.6,2.17,2.52,8.19,3.8
2,1,23,3.1,392,274,2,2,2,1,4,58.7,0.93,1.58,6.15,3.5
2,1,14.8,2.3,320,375,1,4,3,1,3,43.9,0.72,2.6,8.92,4.8
1,1,14.8,2.9,324,375,2,3,2,1,2.5,39.6,2.17,2.52,8.19,4.1
2,2,16.6,2.8,336,351,1,4,3,1,3.5,31,2.1,2.15,8.28,4
1,2,17,3.1,320,343,3,5,3,0,2.5,40.3,1.98,1.28,9.8,5.6
2,2,19.3,3,357,346,3,4,1,0,3.5,47.7,1.32,1.84,8.56,3.85
2,1,14.5,2.2,320,360,1,4,2,0,3.5,24.6,0.96,2.13,9.32,3.7
1,1,17.3,2.7,320,375,2,3,3,2,2.5,34,2.17,2.52,8.19,3.9
2,2,23.5,2.1,322,371,3,2,2,1,2.5,32,2.15,2.51,8.28,3.4
2,1,15.9,4.8,419,359,1,1,2,1,2.5,46.4,1.91,1.57,9.96,4.9
2,1,24.8,4.6,405,321,3,3,1,1,4.3,63.1,0.97,1.41,7.21,4.2
2,2,16,2,376,274,2,3,2,1,3,43.5,0.93,1.58,6.09,3
2,1,13,3,321,343,1,2,2,0,2.5,39.6,1.98,1.28,9.8,6.4
2,1,17.5,4.4,421,359,2,2,2,1,2.5,44,1.91,1.57,9.96,3.7
1,2,14.7,4.5,461,219,1,5,1,1,2.5,50,1.49,0.84,8.76,1.7
1,2,15.5,3.1,306,364,1,4,4,1,2.5,33.4,1.15,0.98,11.57,6.3
2,2,20.9,2,304,387,2,4,1,1,3.5,30.1,1.02,0.82,11.95,5.4
2,2,15.4,3,399,273,1,1,2,1,3,43.3,0.93,1.58,6.04,2.9
2,3,15.6,2.2,323,375,2,3,3,1,2.5,24.6,2.17,2.52,8.19,3.1
2,3,24.2,4.75,406,321,1,3,1,1,4,56.7,0.97,1.41,7.21,3.8
1,2,15.8,3,325,375,2,2,2,1,2.5,37.6,2.17,2.52,8.19,3.7
2,2,21.8,3.8,426,359,1,1,1,1,2.5,53,1.91,1.57,9.96,3.6
1,2,18.4,5,300,366,1,4,3,2,3,55.8,0.81,1.84,14.3,8
2,2,29.5,5.2,424,359,1,1,1,2,3.5,67.2,1.91,1.57,9.96,4.9
2,2,17,1.6,331,359,2,3,2,1,3.5,49.7,0.71,2.56,8.67,2.8
2,3,18.4,3.5,474,363,2,1,1,1,2.5,38,1.67,1.09,9.02,6
2,1,16.9,4,298,366,1,3,3,0,2.7,55.2,0.81,1.84,14.3,7.9
2,2,16.3,4.3,303,354,2,4,2,0,3.5,41.4,0.86,1.53,13.78,9.6
2,2,14.8,4.3,460,368,2,3,1,0,2.5,39.6,0.66,1.42,9.01,4.4
2,1,18.5,3.3,339,349,2,5,2,1,3.5,41.2,1.43,1.08,11.78,6.3
2,2,15.1,2.7,325,375,4,3,3,1,2,29.2,2.17,2.52,8.19,3.1
2,1,22.3,4.07,325,367,1,4,2,0,3,51,0.99,1.07,10.15,4.51
2,1,15,2.79,329,349,2,2,3,0,2,29.5,1.18,1.52,10.82,4.688
2,1,18.8,4.8,420,359,2,2,2,0,2.5,53.6,1.91,1.57,9.96,3.7
2,2,15.9,2.7,303,300,2,4,3,0,2.7,40.9,1.69,0.81,9.98,2.8
2,2,21.1,3.4,321,343,2,4,1,0,3,41.7,1.98,1.28,9.8,6.4
2,1,17.6,4.3,423,359,3,2,1,1,3,60.2,1.91,1.57,9.96,3.9
2,2,18,4.1,470,371,2,5,3,1,2.5,36.2,0.72,1.49,9.77,5.3
2,2,14.8,1.4,324,360,1,3,2,1,3.5,22.8,0.96,2.13,9.32,2.3
2,2,20.9,3.26,326,367,1,5,2,1,3.5,44.9,0.99,1.07,10.15,4.5
2,2,16.3,4.5,468,371,2,4,3,1,2.5,34.8,0.72,1.49,9.77,5.4
2,2,14.8,5.4,464,368,2,3,2,0,3,42,0.66,1.42,9.01,5
2,1,24.8,3.2,441,371,1,4,1,0,3,41.6,0.89,1.14,7.35,4.3
2,3,16.9,3.1,310,364,2,4,1,1,3,35,1.15,0.98,11.57,6
2,2,18.1,4.4,418,359,2,2,3,1,2.5,54,1.91,1.57,9.96,3.9
2,1,14.6,4.6,299,371,2,4,3,0,3,42.3,1.68,2.17,13.4,6
1,2,16.6,3.8,458,368,3,3,1,3,3,32.4,0.66,1.42,9.01,4.7
1,2,14.4,2.95,404,357,4,4,1,1,3,70.3,0.97,1.41,7.21,3.9
2,2,30,3.8,419,359,1,1,1,2,2.5,57,1.91,1.57,9.96,3.5
2,2,16.6,2.8,396,280,2,2,2,1,3.5,51.1,0.93,1.58,6.15,3.4
2,1,14.8,3.2,393,273,1,2,3,1,3.5,33.4,0.96,1.18,6.14,3.3
2,2,17.3,4.5,300,371,2,4,3,2,3,45.1,1.68,2.17,13.4,7.6
2,2,19,4.2,423,359,1,1,1,1,2.5,53.4,1.91,1.57,9.96,3.4
2,2,26.6,3.9,292,361,1,3,1,0,3.5,54.8,1.29,1.54,11.22,5.77
1,1,15.4,2.5,334,352,1,4,2,2,2.5,31,2.1,2.15,8.28,4.3
2,2,15.6,2.4,302,388,2,4,3,1,3.5,27,1.02,0.84,11.96,5.9
2,1,16.9,3.9,353,346,5,4,1,1,2.7,40.9,1.32,1.84,8.56,5.35
2,1,19.1,4.3,328,370,2,4,2,1,3,41,1.02,1.04,12.31,8.6
1,2,14.1,3.15,403,357,2,4,3,2,2,76.7,0.97,1.41,7.21,5.35
2,1,16.3,2.5,369,280,1,2,2,0,3,42.1,0.93,1.58,6.15,3
1,2,18.7,4.3,300,370,2,2,2,1,3,45.5,1.68,2.1,13.38,7.8
1,2,15.4,4.3,290,362,2,3,4,0,3,32.9,1.29,1.54,11.22,11.87
2,1,18.8,4.9,463,366,1,5,1,0,3.5,59.8,1.49,0.84,8.76,3.6
2,2,17.8,3.4,342,348,1,4,1,1,3,47,1.42,1.05,11.78,6.1
2,2,24.6,4.3,308,351,1,4,1,1,3.5,49,1.54,2.32,12.85,5
2,2,18.5,4.4,458,368,2,2,1,0,2.5,40.2,0.66,1.42,9.01,4.1
1,2,15.2,2.89,325,337,1,4,3,2,2.5,30.6,1.18,1.52,10.82,5.029
2,1,15.1,2.9,367,355,2,4,2,0,3,41.8,1.34,1.83,8.27,4.8
2,2,23.7,3.1,291,380,1,2,2,0,3.5,48,0.99,1.09,11.11,6.5
2,1,16.5,2.9,325,375,3,3,3,1,2,26.6,2.17,2.52,8.19,3.7
2,2,24.4,3.56,328,349,1,3,2,0,2.5,38,1.18,1.52,10.82,5.095
2,2,16.6,3,351,346,3,4,1,0,3.7,54.6,1.32,1.84,8.56,4.6
2,1,14.7,4.1,471,371,2,4,3,1,2.5,34.8,0.72,1.49,9.77,5.3
2,1,14.7,2.5,320,375,3,2,2,1,4,57.6,0.72,2.6,8.92,5.4
2,1,14.4,1.6,320,360,1,4,3,1,3.5,19.6,0.96,2.13,9.32,2.9
2,1,20.2,4.5,303,331,4,5,1,0,3.7,33.5,2.95,2.16,9.49,4.9
2,1,14.4,3,394,270,1,2,4,1,3,33.2,0.96,1.18,6.14,3
2,2,18.9,2.3,395,275,2,2,1,1,3.5,49.3,0.93,1.58,6.15,2.8
2,1,16.3,2.7,373,281,3,3,2,1,3,43.6,0.93,1.58,6.15,3.6
2,1,16.4,4.1,307,354,4,4,2,0,3,47.8,0.86,1.53,13.78,9
2,2,17.3,5.1,458,368,2,3,3,0,3,40.2,0.66,1.42,9.01,4.7
2,1,15.5,3.7,471,371,2,5,4,1,2.5,40,0.72,1.49,9.77,4.7
1,1,16.1,2.7,325,375,2,3,2,1,2.5,37,2.17,2.52,8.19,3.9
2,2,21.4,1.8,331,359,1,2,2,1,3.5,49.5,0.71,2.56,8.67,3.6
2,1,20.7,5.6,460,366,1,5,1,1,3,47.6,1.49,0.84,8.76,3.6
2,2,23,5.1,405,321,1,3,1,1,3,42.7,0.97,1.41,7.21,3.75
2,1,14.4,2.2,324,360,1,3,3,1,4.5,26,0.96,2.13,9.32,3.9
2,1,22.4,5,470,363,3,2,2,0,2.5,47,1.67,1.09,9.02,4.4
1,3,16.8,3.9,299,370,2,2,3,2,3,45.6,1.68,2.1,13.38,6.5
1,2,16.6,4.6,463,368,1,3,2,1,2.5,38.4,0.66,1.42,9.01,6
1,2,16.6,2.8,331,374,1,5,4,1,3.5,54.1,1.51,1.63,11.56,6
2,2,17,2.2,298,300,1,2,3,0,3,42.5,1.69,0.81,9.98,2.2
1,1,20.2,4.1,287,379,1,3,2,1,3,49.5,0.99,1.09,11.11,8.1
2,2,17.3,3.9,462,366,1,5,1,1,2.5,54.8,1.49,0.84,8.76,3.4
2,2,17.1,5.3,301,370,2,4,2,0,3.3,46.3,1.68,2.17,13.4,8.9
2,2,17.2,5.1,462,366,1,5,1,0,3,49.8,1.49,0.84,8.76,3.8
2,2,17.6,3.5,465,371,2,4,3,1,2.5,31.6,0.72,1.49,9.77,4.8
2,2,16.6,6.1,476,363,1,4,3,1,2.5,44.2,1.67,1.09,9.02,5.6
2,1,18,5.2,423,359,2,1,1,1,3,57,1.91,1.57,9.96,3.4
2,1,19,4.9,326,369,2,3,3,2,2.5,43.5,1.02,1.06,12.3,7.8
2,1,15.5,2.6,291,376,3,4,4,0,3.5,48.9,1.78,2.59,8.48,5.4
1,2,17.6,4.7,298,366,1,4,3,2,3,54.8,0.81,1.84,14.3,10.1
2,1,16,4.1,457,371,3,3,4,1,2.5,39.4,0.72,1.49,9.77,5.2
1,1,15.2,3.4,305,388,2,4,3,2,3.5,38.9,1.02,0.84,11.96,8.5
2,1,15.5,2.8,395,279,2,2,3,0,3.5,48.7,0.93,1.58,6.09,3
2,1,16.5,2.3,393,280,2,2,2,1,3.5,50.9,0.93,1.58,6.09,2.4
2,2,23.1,3.77,310,370,1,4,1,2,3,44.5,2.46,3.13,10.22,5.329
2,2,17.5,3.2,394,280,2,2,2,1,4,58.7,0.93,1.58,6.15,3.3
2,3,17.7,3.4,303,331,3,5,2,1,3,32,2.95,2.16,9.49,5.2
2,2,15.4,3.5,466,371,2,4,4,1,2.5,29.8,0.72,1.49,9.77,4.5
1,2,14.9,2.9,324,370,2,3,3,2,2.5,32,1.02,1.04,12.31,6.2
2,1,17.7,1.8,322,372,1,2,2,0,3,30.4,0.96,2.13,9.32,3.7
1,1,15.4,2.9,336,352,1,4,4,0,3.5,29.4,2.1,2.15,8.28,4.2
2,1,17.5,3.3,392,279,2,2,2,2,3.5,53.1,0.93,1.58,6.09,4.6
2,2,14.8,4.7,460,368,2,3,1,0,3,44.2,0.66,1.42,9.01,4.2
1,2,14.4,3.59,323,366,1,5,3,2,2.5,32.4,0.99,1.07,10.15,6.12
2,2,17.8,3.1,464,366,1,5,1,1,2.5,52,1.49,0.84,8.76,2.5
2,2,17.2,3.3,323,343,2,3,2,0,3,42.1,1.98,1.28,9.8,5.4
2,2,23.6,3.6,329,368,2,3,2,1,3,45.2,1.02,1.07,12.31,5.1
2,3,18.9,4.5,470,363,1,4,1,1,2.5,42.8,1.67,1.09,9.02,5.2
1,1,16.2,4.1,313,414,3,3,4,0,3,40.1,1.59,1.09,8.54,7.4
2,2,20.5,3.3,301,331,3,4,2,1,3,44.5,2.95,2.16,9.49,4.9
2,1,15.9,2.6,296,373,1,2,1,1,4,56.7,1.8,2.54,8.43,3.8
2,2,21.8,4.2,421,359,2,2,1,1,2.5,53.4,1.91,1.57,9.96,3.4
2,1,19.7,1.9,327,361,2,4,1,0,3.5,34.8,2.15,2.23,8.8,3.4
1,2,18,3.4,304,354,2,4,2,2,3,43.6,0.86,1.53,13.78,7.5
2,2,18.1,3.4,308,354,3,4,2,2,4,37.6,0.86,1.53,13.78,7.4
2,2,19.2,4.4,427,359,2,1,1,1,2.5,58.6,1.91,1.57,9.96,3.3
2,1,18.9,4.8,300,365,1,3,2,2,3.3,57.6,0.81,1.84,14.3,9.1
2,2,24.5,4.5,424,372,1,1,1,1,3.5,49.1,1.89,1.22,9.11,3.9
2,2,22,4.2,421,359,1,1,1,0,2.5,43.8,1.91,1.57,9.96,3.9
2,2,27,4.4,473,363,1,4,2,0,2.5,44.2,1.67,1.09,9.02,4.8
2,2,28.4,3.8,425,372,1,1,1,2,3,55.8,1.89,1.22,9.11,4.5
2,2,22.7,0.8,326,372,1,3,1,0,2,25,0.96,2.13,9.32,2.8
2,2,15,2.5,396,279,2,2,3,1,3,44.3,0.93,1.58,6.09,2.7
2,2,24,2.1,334,359,1,3,2,1,4,57.9,0.71,2.56,8.67,3.4
2,2,15.6,2.9,319,375,2,3,3,1,3,43.9,0.72,2.6,8.92,5.6
2,1,24.8,3.4,297,376,2,3,1,0,4,55.7,1.78,2.59,8.48,5.2
2,2,15.5,1.8,297,373,1,2,4,1,3.5,52.1,1.8,2.54,8.43,4
2,2,26,4.4,300,366,1,3,1,0,3,57.8,0.81,1.84,14.3,8.2
2,2,15.8,4,472,371,2,3,3,1,2.5,32,0.72,1.49,9.77,4.7
2,1,16.4,3.3,397,280,2,2,4,1,3.5,52.1,0.93,1.58,6.09,3.3
1,2,18.6,4.3,458,368,2,4,2,2,2.5,35.2,0.66,1.42,9.01,4.8
2,1,21.8,2.3,329,361,1,3,1,1,2.5,36.2,2.15,2.23,8.8,2.8
1,2,13.7,2.49,320,366,1,5,3,2,2.5,28.5,0.99,1.07,10.15,4.36
2,3,17.9,2.87,284,353,2,3,2,2,3,44,1.05,1.7,11.9,4.77
1,1,18.6,5.37,283,353,3,2,2,1,3,53,1.05,1.7,11.9,10
2,2,19.5,4,421,359,2,2,3,1,2.5,52.6,1.91,1.57,9.96,3.9
2,2,18.2,4.9,460,368,2,3,1,0,2.5,39.4,0.66,1.42,9.01,4.4
