SEX ,BT ,SPINFINE ,yWool ,yearlingAGE ,AdultAge   ,Dag  ,CCov ,BDWR ,Pregnancy ,BCS ,Weight  ,DryWt ,Rain ,Temp ,AdultWool
2,1,26.8,5.7,425,372,1,1,1,1,3.5,61.6,1.89,1.22,9.11,4.1
2,1,12.8,7.6,458,368,2,3,4,0,3,48.6,0.66,1.42,9.01,6.2
2,2,16.8,3.2,286,353,1,2,1,2,3,44.5,2.39,2.98,10.05,5.73
2,2,16.3,3.5,324,369,3,4,4,2,2.5,29,1.02,1.04,12.31,8.8
2,1,18.7,3.9,395,278,3,2,2,2,3.5,53.1,0.93,1.58,6.04,3.9
2,2,20.4,2.9,397,274,3,2,1,1,4.5,64.3,0.93,1.58,6.15,3
2,1,15.5,2.9,379,279,2,2,2,1,3.5,50.9,0.93,1.58,6.04,3.3
2,1,25.1,4.6,472,363,1,4,2,0,2.5,46.6,1.67,1.09,9.02,4
2,2,16.3,4.1,472,363,1,4,2,1,2.5,34.6,1.67,1.09,9.02,5.2
2,1,14.1,3.06,317,366,1,5,3,2,3,25.6,0.99,1.07,10.15,5.55
2,3,15.1,2.8,302,371,2,3,2,1,3,43,1.68,2.17,13.4,4.3
2,2,17.9,4,305,354,2,4,3,2,3,42,0.86,1.53,13.78,9.8
2,2,22,4,423,359,1,1,1,1,2.5,54.2,1.91,1.57,9.96,3
1,1,16.7,6.8,459,219,2,5,2,2,3,53.2,1.49,0.84,8.76,2.8
2,2,16.7,4.1,458,368,1,2,1,0,3,35.8,0.66,1.42,9.01,3.6
2,1,18.3,2.7,333,349,1,4,2,0,2.7,40.5,3.62,2.63,9.14,4.1
2,1,17.5,2.6,373,279,2,3,2,1,3.5,50.5,0.93,1.58,6.09,3.4
2,1,23.5,3.26,322,367,1,5,1,2,3.5,39.4,0.99,1.07,10.15,3.99
1,2,15.5,3.6,403,357,4,4,2,2,2,73.9,0.97,1.41,7.21,3.2
1,2,17.5,5.4,460,368,1,4,2,2,3,37.4,0.66,1.42,9.01,6
2,1,15.6,3.6,281,353,1,2,2,1,3.5,49.9,2.39,2.98,10.05,7.2
2,1,19.4,2.4,337,349,1,4,1,0,3,41.5,3.62,2.63,9.14,2.95
2,1,21.1,4.3,296,370,2,3,2,1,3.3,46.9,1.68,2.1,13.38,7.2
2,2,17.4,3.6,311,364,2,3,3,2,3.5,43,1.15,0.98,11.57,6.7
2,1,18.1,3.28,287,354,1,2,2,0,4,51,1.05,1.7,11.9,5.56
2,2,25.1,4.27,313,369,1,4,3,0,3,42.3,2.47,3.12,10.22,5.318
2,1,15.5,3.6,422,372,1,1,2,0,3,36,1.89,1.22,9.11,4
2,2,26.2,4.4,329,374,2,5,2,0,3,41.9,1.51,1.63,11.56,6.9
2,1,17.7,4,414,359,2,2,3,1,2.5,56.6,1.91,1.57,9.96,4.5
2,1,16.5,2.55,365,355,3,3,3,1,3.7,39.2,1.34,1.83,8.27,3.6
2,2,17.4,3.2,325,356,4,4,2,0,3.3,46.3,3.59,2.56,9.11,5.1
1,1,15.2,2,324,375,2,3,2,1,2,30.4,2.17,2.52,8.19,3.2
2,2,16.4,4.6,469,363,3,2,3,1,2.5,29.6,1.67,1.09,9.02,6.8
2,2,18,4,426,372,1,1,1,1,2.5,46.8,1.89,1.22,9.11,3.9
2,2,18.1,4.6,299,366,1,4,2,1,3,51.8,0.81,1.84,14.3,7.5
2,2,27,3.4,424,359,1,1,1,1,2.5,63.6,1.91,1.57,9.96,2.9
2,3,23.7,4.3,342,348,1,5,2,0,4,41.5,1.42,1.05,11.78,5.8
2,2,15.2,2.1,320,343,4,4,3,1,2.7,41.1,1.98,1.28,9.8,5.5
2,1,16.2,2.9,339,349,2,3,4,1,3,34.8,1.43,1.08,11.78,6.6
2,1,15.5,2.1,335,351,1,5,2,1,2.5,27.8,2.1,2.15,8.28,3.4
2,1,17.2,5.9,424,372,1,1,2,0,3.5,56.4,1.89,1.22,9.11,5.2
1,2,15.9,2.32,315,362,1,5,2,2,3,36.8,0.93,1.04,10.75,6.471
2,2,16.1,3.2,324,369,1,4,3,1,3,31,1.02,1.06,12.3,7.9
2,2,19.7,4.7,307,354,3,2,3,2,3,41.8,0.86,1.53,13.78,9.9
2,1,15.3,2,322,360,1,4,4,1,3,22.6,0.96,2.13,9.32,4.1
2,1,16,2.1,323,360,1,4,2,1,4,23.8,0.96,2.13,9.32,4.2
2,1,17.9,3,314,414,1,3,4,1,2.5,33.3,1.59,1.09,8.54,5.4
2,3,21.3,4.5,461,368,3,2,2,0,3,38.8,0.66,1.42,9.01,4.2
1,3,25.2,3.4,457,368,2,3,1,3,2.5,36.2,0.66,1.42,9.01,4.3
2,2,14.8,1.7,318,375,2,4,3,1,3.5,51.5,0.72,2.6,8.92,4.6
2,2,16.3,3.68,274,374,1,3,2,2,3.5,43.8,1.76,2.76,11.06,7.5
2,1,23.4,2.1,323,371,3,3,2,1,3,34.6,2.15,2.51,8.28,3
2,2,27.2,3.5,310,354,1,3,2,0,3.5,44,0.86,1.53,13.78,6.2
2,1,15.3,2.5,287,379,1,3,3,1,3,38.5,0.99,1.09,11.11,6.2
2,1,17.6,6.2,420,372,1,1,2,0,3,47.8,1.89,1.22,9.11,6
2,2,16.6,3.2,338,349,1,5,3,1,2.5,29.6,1.43,1.08,11.78,5.5
2,1,25.8,2.8,304,300,2,3,1,0,2.7,40.5,1.69,0.81,9.98,2.2
2,2,17,3.4,307,364,2,4,4,1,3.5,39.4,1.15,0.98,11.57,6.9
2,1,18.2,4.2,418,359,1,1,1,2,2.5,55.2,1.91,1.57,9.96,3.8
2,1,25.6,4.3,327,367,1,4,1,2,3.5,49.8,1.02,1.07,12.31,5.7
2,2,19.5,3.3,282,353,1,2,2,2,3,44.7,2.39,2.98,10.05,6.15
2,1,16.2,4.1,303,388,3,5,4,1,3.5,30.1,1.02,0.84,11.96,8.8
2,2,18.2,2.95,324,356,2,4,2,1,3,43.1,3.59,2.56,9.11,5.05
2,2,19.4,2.9,313,414,2,4,3,0,2.7,28.4,1.59,1.09,8.54,6.4
2,1,17.5,2.4,318,362,1,5,4,2,3,40.2,0.93,1.04,10.75,5.8439
2,2,15.7,1.3,325,372,1,3,1,0,2.5,26.6,0.96,2.13,9.32,3.7
1,2,15.3,2.3,325,368,1,4,2,2,3.5,35,1.02,1.06,12.3,5.4
2,2,20.2,3.3,319,343,2,4,1,1,3,42.9,1.98,1.28,9.8,4.2
2,3,19.3,3.6,330,368,3,4,1,1,4,42,1.02,1.07,12.31,5.4
1,2,14.8,5.2,460,219,2,4,1,1,2.5,50,1.49,0.84,8.76,2.5
2,2,16.2,4.3,300,370,2,3,3,1,3.3,47.1,1.68,2.17,13.4,7.5
2,1,24.6,4,426,372,1,1,1,0,3,49.2,1.89,1.22,9.11,3.6
2,1,15.2,2.7,334,351,3,3,3,1,3,29.6,2.1,2.15,8.28,4.3
2,2,14.8,4,460,368,3,3,2,0,3,40.4,0.66,1.42,9.01,4.1
2,1,23.4,3.9,304,387,2,4,1,2,4,51.4,1.02,0.82,11.95,6.1
2,2,23.6,3.3,307,354,2,4,2,0,3,46.2,0.86,1.53,13.78,5.5
2,3,17.3,2.6,301,331,5,4,3,0,3,40,2.95,2.16,9.49,5.3
2,1,15.2,2,393,273,1,2,2,0,3,33.2,0.96,1.18,6.14,2.5
2,2,21.2,1.6,329,372,5,3,1,0,3,24.6,0.96,2.13,9.32,3.4
2,1,12.8,5.7,457,368,1,3,3,0,2.5,35,0.66,1.42,9.01,3.8
2,1,16.9,3.9,344,348,2,5,2,1,3,37,1.42,1.05,11.78,7.1
1,1,12.8,5.5,459,368,3,3,3,2,2.5,40.6,0.66,1.42,9.01,5.6
2,2,15.4,3.2,341,348,1,4,2,2,3.5,51.5,1.42,1.05,11.78,4.6
2,1,15.6,2.2,375,278,3,3,2,1,3.5,51.3,0.93,1.58,6.04,3.1
1,2,14.5,3.2,304,354,2,3,2,1,3,41.8,0.86,1.53,13.78,7
2,1,21.1,3.3,376,280,2,2,2,1,4,58.7,0.93,1.58,6.15,2.9
2,2,21,2.9,333,374,2,4,2,0,3,41.9,1.51,1.63,11.56,5.5
2,1,22.1,3.7,299,331,4,4,2,0,3,38,2.95,2.16,9.49,5.6
2,3,17.6,2.6,284,353,1,2,1,2,4,60.9,2.39,2.98,10.05,5.63
2,2,24.5,3.2,370,355,4,2,1,1,3.5,48.9,1.34,1.83,8.27,3.95
2,2,15.1,2,397,273,1,2,2,0,3,34.6,0.96,1.18,6.14,3.4
2,1,18.5,6.4,461,366,1,5,1,1,2.5,50,1.49,0.84,8.76,4.2
2,3,17.8,4.4,425,359,2,1,1,1,2.5,58.2,1.91,1.57,9.96,3.8
2,3,20.4,3.9,288,379,1,3,2,1,3,42.5,0.99,1.09,11.11,8.6
2,3,16.1,3.7,288,379,1,3,4,0,3,39.5,0.99,1.09,11.11,6.6
2,2,23.1,4.5,461,366,2,5,1,2,2.5,45.8,1.49,0.84,8.76,3.4
2,1,21.6,4.8,420,359,2,2,1,1,2.5,49.4,1.91,1.57,9.96,4.5
1,2,15.9,2.8,305,364,5,4,4,2,3,37.6,1.15,0.98,11.57,6.9
2,2,14.8,1.6,318,375,2,4,2,1,4,57.9,0.72,2.6,8.92,4.2
2,1,22.6,2.8,319,371,3,3,2,2,3,35.8,2.15,2.51,8.28,3.8
2,2,15,2.94,323,366,1,5,4,2,3,24.8,0.99,1.07,10.15,5.24
2,2,15.9,2.2,374,273,1,2,3,0,2.5,29.8,0.96,1.18,6.14,3.1
2,1,15.6,2.8,370,270,1,2,1,1,2.5,34.8,0.96,1.18,6.14,4.1
2,2,18.5,3.85,282,373,1,3,2,0,3,46.4,1.76,2.76,11.06,6.8
2,3,19.6,4.3,298,370,2,3,2,2,3.3,47.1,1.68,2.17,13.4,7
1,1,19.7,6.6,464,219,2,5,2,2,3,54.8,1.49,0.84,8.76,2.8
2,1,18.6,5.4,421,359,3,2,1,1,2.5,56.6,1.91,1.57,9.96,4.6
1,3,14.5,3.7,320,343,5,4,2,2,2.7,41.3,1.98,1.28,9.8,8.3
1,1,15,3.6,312,414,2,4,5,1,2.3,30.6,1.59,1.09,8.54,7.6
2,2,15.4,1.4,323,372,1,4,2,0,3,25.2,0.96,2.13,9.32,3.3
2,3,16.2,2.9,468,371,4,5,3,1,2.5,32,0.72,1.49,9.77,3.9
2,2,15.8,1.9,325,372,1,3,2,0,3.5,30.8,0.96,2.13,9.32,3.4
2,2,19.2,4.2,331,374,2,4,3,0,3,42.4,1.51,1.63,11.56,6.8
2,2,17.1,3,283,353,1,2,1,2,3.5,52.3,2.39,2.98,10.05,5.63
2,2,17.3,3.3,307,354,2,4,2,2,4,42.2,0.86,1.53,13.78,6.7
2,1,15.4,3.6,320,343,2,4,3,2,2.5,40.3,1.98,1.28,9.8,6.8
2,2,17.5,3.5,319,343,4,4,2,0,3,42.1,1.98,1.28,9.8,7.7
1,2,15.6,2.94,324,338,1,4,4,0,3,40.6,1.18,1.54,10.82,5.157
2,1,19.3,2.8,299,331,3,4,2,0,3,33,2.95,2.16,9.49,3.9
2,3,23.5,3.3,327,367,3,4,2,0,4,40.6,1.02,1.07,12.31,6.1
2,1,25.6,4.3,291,361,1,3,1,0,3.5,44.6,1.29,1.54,11.22,6.82
2,1,16.5,3.1,318,343,2,4,3,1,2.5,40.1,1.98,1.28,9.8,7.5
2,2,13.4,5.1,461,368,1,3,1,1,4,49.6,0.66,1.42,9.01,3.6
2,1,16.2,2.1,332,359,4,3,2,1,3.5,49.7,0.71,2.56,8.67,4.2
2,2,18.9,3.9,471,363,4,4,2,1,2.5,43.4,1.67,1.09,9.02,3.8
1,3,15.5,3,303,370,2,3,2,1,3,45.6,1.68,2.1,13.38,5.8
2,1,16,2.4,376,278,2,3,2,1,3.5,50.6,0.93,1.58,6.04,2.8
2,1,18.3,5.1,419,372,1,1,2,1,2.5,39.6,1.89,1.22,9.11,4.2
2,2,20.9,4.05,371,355,2,4,2,0,4,56.1,1.34,1.83,8.27,4.25
2,2,17.3,2.7,373,280,2,3,2,2,3,44.9,0.93,1.58,6.09,3.9
2,2,18,2.6,308,364,3,4,2,2,3.5,44.4,1.15,0.98,11.57,5.1
2,1,12.8,3.65,353,346,3,4,1,0,3.5,47.7,1.32,1.84,8.56,4.6
2,2,17.3,4,422,359,1,1,1,1,2.5,48.6,1.91,1.57,9.96,3.7
2,1,16.6,3.5,312,414,3,4,4,0,2.5,35.6,1.59,1.09,8.54,7.4
2,1,15.8,3.4,305,388,2,4,3,1,3,31.1,1.02,0.84,11.96,7.5
2,2,26.9,5.4,339,348,1,4,2,2,3.5,58,1.42,1.05,11.78,6.5
1,2,18.3,2.2,317,414,4,1,1,3,3,30.2,1.59,1.09,8.54,4.5
2,1,16.1,2.6,372,274,2,3,2,1,3,43.4,0.93,1.58,6.09,3.2
1,2,16.2,4.2,364,299,2,3,2,1,3,46.1,1.61,1.19,10.43,5.6
2,2,18.8,4.8,471,363,3,4,1,1,2.5,47.6,1.67,1.09,9.02,4
2,2,16.6,1.5,303,300,2,4,3,1,2.7,41.1,1.69,0.81,9.98,1.8
2,2,14.9,3,327,370,2,3,3,1,2.5,27.5,1.02,1.04,12.31,6.6
2,2,14.4,1.9,320,343,3,5,4,2,2.7,41.1,1.98,1.28,9.8,4.5
2,2,17.9,3.9,469,371,4,4,3,1,2.5,29.4,0.72,1.49,9.77,4.7
2,3,28.5,3.46,289,354,1,1,1,0,4,51,1.05,1.7,11.9,5.34
2,2,26.7,4.8,331,374,1,4,2,0,3.5,48.1,1.51,1.63,11.56,7.7
2,2,18.9,4.1,439,371,1,4,2,2,2.5,40.2,0.89,1.14,7.35,4.7
2,2,16.8,4.6,473,363,2,1,1,1,2.5,41,1.67,1.09,9.02,5.8
2,2,18.8,4.2,284,353,1,2,2,1,3.5,49.9,2.39,2.98,10.05,8.1
2,1,19.7,4.2,424,359,1,1,1,1,3,61.8,1.91,1.57,9.96,4
1,2,14.1,2.7,324,375,2,3,3,2,2,29.4,2.17,2.52,8.19,3.8
2,2,14.7,3.4,307,364,4,4,4,1,3,36.8,1.15,0.98,11.57,7
2,2,23.4,3.7,291,361,1,3,1,0,3,45.6,1.29,1.54,11.22,6.09
2,2,15.7,4.4,423,372,1,1,1,0,2.5,39.6,1.89,1.22,9.11,4.6
2,1,14,3,321,343,3,5,2,2,3,45.1,1.98,1.28,9.8,4.9
1,2,14.5,2.45,324,337,3,4,4,0,2,23.4,1.18,1.52,10.82,4.368
2,1,17.2,3.75,324,349,1,4,4,1,2.5,29.9,1.18,1.52,10.82,5.959
2,2,18.6,5.8,461,366,1,5,1,1,2.5,46.4,1.49,0.84,8.76,4.7
2,1,21.2,2.2,328,372,1,3,2,0,3,27.6,0.96,2.13,9.32,3.9
2,1,14.9,3,351,346,5,4,2,0,3.5,48.1,1.32,1.84,8.56,4.3
2,1,19.9,2.9,325,367,2,4,2,1,3,43.8,1.02,1.07,12.31,4.6
1,1,16.2,3.1,357,299,1,2,3,1,3,45.9,1.61,1.19,10.43,4.1
2,2,15.6,2.5,327,370,2,4,3,1,2,24,1.02,1.04,12.31,5.1
1,2,18.9,4.7,290,361,2,4,2,2,3.5,37.8,1.29,1.54,11.22,9.6
1,2,18.2,4.6,298,366,1,3,2,1,3,50.2,0.81,1.84,14.3,7.9
2,1,17.7,5.7,476,363,2,1,2,1,3,47,1.67,1.09,9.02,5.4
2,4,19.7,3.8,327,368,2,4,3,1,3,43.4,1.02,1.07,12.31,6.5
2,4,28,2.6,331,368,2,4,2,0,3.5,39.6,1.02,1.07,12.31,5.1
1,2,13.9,3.2,303,388,2,4,4,0,3.5,34,1.02,0.84,11.96,6.6
2,1,24,2.67,315,362,1,3,2,0,4.5,49,0.93,1.04,10.75,5.8509
1,2,16.1,4.1,306,354,1,3,2,1,4,52,0.86,1.53,13.78,9.3
2,1,15.8,3,395,281,2,2,2,1,3.5,51.1,0.93,1.58,6.15,3.2
2,2,13.9,2.3,322,375,2,4,3,1,2,26.4,2.17,2.52,8.19,3.7
2,2,19.1,3.8,306,352,2,4,1,1,3,46.4,1.53,2.27,12.85,5.5
2,2,17.4,4,309,364,2,4,4,1,3.5,42,1.15,0.98,11.57,8.1
2,2,16.7,4.6,305,352,1,4,3,2,2.5,47,1.53,2.27,12.85,6.4
2,2,21.1,4.11,283,354,1,2,2,0,3.5,45,1.05,1.7,11.9,6.27
2,1,25.2,2.67,324,362,1,3,2,0,4,40.8,0.93,1.04,10.75,6.0544
2,2,15,3.19,325,350,2,4,3,0,2.5,30.2,1.18,1.54,10.82,5.403
2,1,18.5,6.1,467,366,1,5,2,1,3.5,65.2,1.49,0.84,8.76,4.1
2,3,19.4,4.1,424,359,2,1,1,1,2.5,55,1.91,1.57,9.96,2.9
2,1,27,3.9,324,343,3,5,1,0,3,41.7,1.98,1.28,9.8,5.7
2,2,19.2,6,461,366,1,5,1,0,2.5,56.4,1.49,0.84,8.76,5
2,1,16.3,2.7,390,279,2,2,2,1,3.5,50.9,0.93,1.58,6.09,3
2,2,18.2,1.4,324,372,1,3,1,0,3,30.6,0.96,2.13,9.32,2.8
2,2,15.4,0.9,323,372,1,3,2,0,3,24.4,0.96,2.13,9.32,2.8
2,2,17.8,2.8,283,353,1,2,3,2,3.5,53.3,2.39,2.98,10.05,6
1,2,12.7,2.3,310,364,1,4,5,1,2.5,30.4,1.15,0.98,11.57,5.9
2,2,14.5,3,327,368,3,4,2,1,2.5,28.5,1.02,1.06,12.3,6.5
2,2,14.3,2.25,325,349,1,5,4,0,2.5,20,1.18,1.52,10.82,3.684
2,2,17,3.1,301,331,3,3,3,2,2.7,41.5,2.95,2.16,9.49,5.3
2,2,14.3,2.4,321,366,1,5,3,2,3,29.1,0.99,1.07,10.15,4.61
2,1,17,3,299,373,1,2,3,1,4,59.9,1.8,2.54,8.43,5
2,2,17.4,2.4,303,331,5,4,2,1,3,33.5,2.95,2.16,9.49,4
2,1,22.6,3.2,303,331,3,4,2,1,3,38,2.95,2.16,9.49,5
2,1,19.5,6,465,366,1,5,1,0,2.5,43.8,1.49,0.84,8.76,4.7
2,2,17.1,3.75,351,346,2,4,2,1,3.3,46.9,1.32,1.84,8.56,5.15
2,2,19.7,4.4,299,370,2,3,3,1,3,43.9,1.68,2.17,13.4,8.1
2,1,15.5,3.41,310,365,1,3,4,2,2.5,40.3,2.46,3.13,10.22,6.222
2,1,16.2,4.35,404,321,1,4,1,1,3.5,49,0.97,1.41,7.21,4.8
2,2,26.6,5.1,296,370,1,3,1,1,3.3,46.5,1.68,2.1,13.38,7.6
2,2,15.2,2.6,328,375,2,5,3,1,2.5,31,2.17,2.52,8.19,3.8
2,2,19.5,2.2,304,300,2,4,2,0,3,42.1,1.69,0.81,9.98,2.4
2,1,18.1,3.2,389,280,2,2,2,1,4,58.7,0.93,1.58,6.15,3.6
2,1,12.8,4.4,463,368,5,3,2,0,2.5,35,0.66,1.42,9.01,4
2,2,17.6,4.9,305,354,2,3,3,2,3,46.8,0.86,1.53,13.78,9.8
2,1,17.9,4.2,422,359,2,2,1,1,2.5,51.6,1.91,1.57,9.96,3.9
2,2,14.6,3,324,369,1,3,3,2,3,33,1.02,1.06,12.3,7.1
2,3,16.6,3.1,405,321,2,3,1,1,3.7,54.9,0.97,1.41,7.21,3.1
2,2,22.1,4.2,341,348,2,3,3,2,3,41.5,1.42,1.05,11.78,5.7
2,2,15.9,3.18,278,374,1,3,2,2,3,36.8,1.76,2.76,11.06,6.6
2,1,15,1.8,336,351,4,3,2,0,2,21.6,2.1,2.15,8.28,3.5
1,1,15,3.04,319,362,1,5,4,2,3,41.4,0.93,1.04,10.75,7.399
1,2,15.1,3.75,353,346,2,4,2,2,3.5,53.7,1.32,1.84,8.56,5.55
2,2,15.2,3.1,326,369,2,4,4,1,2.5,29,1.02,1.06,12.3,5.5
2,1,14.7,2.05,317,362,1,4,4,1,3,39.6,0.93,1.04,10.75,6.3144
2,2,18.4,3.2,314,414,4,2,3,1,2.5,29.6,1.59,1.09,8.54,6.2
2,2,19,3.3,394,279,2,2,1,1,4,57.3,0.93,1.58,6.09,4
2,1,14.2,3.65,353,346,4,4,2,0,3.7,54.9,1.32,1.84,8.56,4.55
2,1,14.2,4.8,459,368,2,3,2,0,3,38.8,0.66,1.42,9.01,4.8
2,3,18.8,1.8,379,279,4,4,2,1,3.5,51.3,0.93,1.58,6.04,2.3
2,2,16.2,3.2,464,371,2,4,2,1,2.5,43.4,0.72,1.49,9.77,4.4
2,3,16,2.6,338,351,1,3,3,1,2.5,30,2.1,2.15,8.28,4.3
2,3,14.4,3.06,274,374,2,4,3,1,3,35.6,1.76,2.76,11.06,5.4
2,2,15.2,3.7,467,371,3,4,3,1,2.5,34,0.72,1.49,9.77,5.1
2,1,16.7,3.9,464,371,2,4,4,1,2.5,37.2,0.72,1.49,9.77,4.8
2,2,16.6,3.3,325,369,2,5,4,2,2.5,29.5,1.02,1.06,12.3,9
2,1,16.4,1.8,374,279,4,4,1,2,3,44.5,0.93,1.58,6.09,2.5
2,1,15.8,3.6,463,371,3,3,3,1,2.5,32.6,0.72,1.49,9.77,4.5
2,2,13.4,3.8,463,368,2,2,1,1,3,52.4,0.66,1.42,9.01,3.8
2,1,22,2,324,372,1,3,1,0,3,28.2,0.96,2.13,9.32,3.5
1,2,12.4,3.3,403,357,2,4,2,2,3,70.9,0.97,1.41,7.21,5.65
2,3,18.8,5.4,426,359,3,2,1,1,2.5,51.4,1.91,1.57,9.96,4.8
1,2,15.2,2.2,336,351,1,4,2,2,2.5,31,2.1,2.15,8.28,4
2,3,17.4,4.52,285,353,2,2,3,2,3,43,1.05,1.7,11.9,6.92
2,2,15.5,3.28,277,374,2,4,3,2,3.5,44.2,1.76,2.76,11.06,7.2
1,2,17.1,3.9,298,366,1,4,2,2,3,53.4,0.81,1.84,14.3,7.5
1,1,15.3,3.24,324,337,2,2,4,0,2,31.3,1.18,1.52,10.82,4.712
1,1,16.4,4.9,305,354,2,4,3,2,3.5,44.6,0.86,1.53,13.78,10.3
1,2,15.6,2.8,323,375,2,3,2,1,2,29,2.17,2.52,8.19,5
2,2,17,5.3,461,366,1,5,1,1,2.5,51.8,1.49,0.84,8.76,4.1
2,2,28.4,4.2,305,354,1,3,2,0,3.5,48.2,0.86,1.53,13.78,7.6
2,1,17.4,4.3,427,372,1,5,2,0,2.5,39.6,1.89,1.22,9.11,4.3
2,3,15.1,3.4,291,379,1,2,3,0,3,43.5,0.99,1.09,11.11,7.6
2,1,16.7,3.7,392,280,2,2,2,0,3.5,48.3,0.93,1.58,6.15,3.4
2,1,16.5,5.3,470,371,3,4,3,2,2.5,47.8,0.72,1.49,9.77,5.8
2,1,18,4,320,343,3,5,1,1,3,42.9,1.98,1.28,9.8,5.5
2,2,14.7,1.1,340,351,4,3,2,1,2.5,20,2.1,2.15,8.28,2.7
1,1,14.3,2.95,365,355,2,4,3,2,2,27,1.34,1.83,8.27,4.7
2,3,23.1,2,327,367,2,4,1,0,4,37.2,1.02,1.07,12.31,5.3
2,1,22.5,2,327,372,1,3,2,0,3,30,0.96,2.13,9.32,3.7
2,2,15.3,3,321,343,2,4,1,1,2.7,40.9,1.98,1.28,9.8,5.7
2,2,16.6,2.5,376,281,2,2,2,1,3.5,50.7,0.93,1.58,6.15,2.5
2,2,17.1,4.2,408,321,3,3,1,1,3.7,55.1,0.97,1.41,7.21,4.05
2,4,17,3.1,338,349,1,5,1,1,3.5,37.2,1.43,1.08,11.78,6.4
2,1,16.2,2.4,395,280,2,2,2,1,3.5,51.1,0.93,1.58,6.09,2.6
2,1,18.3,5,417,359,2,2,2,1,2.5,53.4,1.91,1.57,9.96,4.2
1,1,15.7,4.1,362,299,1,2,2,1,3,46.1,1.61,1.19,10.43,3.8
2,1,17,4.1,396,279,1,2,4,1,3,44.5,0.93,1.58,6.04,3.3
2,2,19.4,2.2,333,349,2,4,2,0,2.7,40.5,3.62,2.63,9.14,4.05
2,2,25.6,2.9,304,300,2,4,2,1,3,43.3,1.69,0.81,9.98,2.4
2,1,14.7,2,323,360,1,5,2,0,3,24.8,0.96,2.13,9.32,3.5
2,2,26.5,3.5,317,415,3,2,1,0,2.3,44.4,1.6,1.09,8.52,5.6
2,1,24.1,2.6,321,371,2,2,2,2,3.5,39.6,2.15,2.51,8.28,3.5
2,1,20.3,2.1,328,361,1,3,1,0,3,29.2,2.15,2.23,8.8,3
1,2,15.7,2.64,317,362,1,5,2,2,4,39.4,0.93,1.04,10.75,5.8244
2,2,33.8,3.2,427,359,1,5,1,1,2.5,65,1.91,1.57,9.96,3.4
2,2,18,6.1,459,366,3,5,1,1,2.5,56.8,1.49,0.84,8.76,4.2
2,1,12.9,2.7,320,375,4,3,4,1,2,27.8,2.17,2.52,8.19,3.7
2,1,15.2,2.6,320,343,2,4,3,1,2.7,41.1,1.98,1.28,9.8,4.8
2,2,24.9,5.1,295,361,1,3,1,1,4,59.4,1.29,1.54,11.22,6.7
2,1,16.4,2.5,374,274,2,3,2,1,3.5,50.5,0.93,1.58,6.09,3.2
2,1,17,2.2,375,280,3,3,2,2,3,45.1,0.93,1.58,6.09,2.8
2,1,14.8,3.9,315,414,2,1,3,0,2.7,41.7,1.59,1.09,8.54,6.7
1,2,16.3,6.5,463,219,2,5,1,1,3.5,62.4,1.49,0.84,8.76,2.3
2,1,15.8,4.6,469,371,1,4,3,2,3,40.4,0.72,1.49,9.77,4.6
2,2,15.7,2.66,321,366,1,5,3,2,3,45.1,0.99,1.07,10.15,5
2,1,15.7,3,374,281,2,3,3,0,3.5,48.7,0.93,1.58,6.15,3.3
2,2,15.4,3.3,336,351,1,3,3,1,3,27.4,2.1,2.15,8.28,3.6
2,2,22.9,2.35,319,362,1,3,3,0,4,43,0.93,1.04,10.75,5.4896
2,2,26.2,3.6,291,380,1,2,1,1,3.5,59,0.99,1.09,11.11,6.7
2,2,16.7,5,479,363,3,4,3,1,2.5,28.6,1.67,1.09,9.02,6
2,1,13.5,2.47,324,350,5,4,4,2,2.5,24.8,1.18,1.54,10.82,4.036
2,2,16.8,2.8,336,351,2,3,3,1,3,33.8,2.1,2.15,8.28,3.9
2,3,19.7,3.4,328,367,3,3,2,0,3,40,1.02,1.07,12.31,5.6
2,1,24.5,2.6,325,371,2,3,2,0,3,38.4,2.15,2.51,8.28,3.7
2,2,13.7,2.6,308,364,2,4,5,1,3.5,35.2,1.15,0.98,11.57,7.2
2,2,14.6,2.2,397,279,2,2,2,2,3.5,53.1,0.93,1.58,6.09,2.4
2,2,25.2,4.4,459,368,4,3,1,1,4,63.2,0.66,1.42,9.01,3.6
2,1,20.1,2.2,394,273,1,2,2,2,2.5,37,0.96,1.18,6.14,3.1
2,1,15.5,2.8,394,270,1,2,3,1,2.5,38.2,0.96,1.18,6.14,2.6
1,2,18.5,3.2,325,375,2,3,2,1,2,37,2.17,2.52,8.19,5.1
2,1,16.2,2.6,374,270,1,2,2,0,3.5,36.2,0.96,1.18,6.14,2.9
2,2,14.9,2.8,306,364,2,4,4,0,3,36.8,1.15,0.98,11.57,7.1
2,1,23.5,2.8,323,371,5,3,2,2,3.5,43.8,2.15,2.51,8.28,3.9
1,3,17,3.07,281,374,1,3,2,1,4,44.2,1.76,2.76,11.06,5.9
2,1,20.8,3.8,427,359,3,2,2,2,2.5,54,1.91,1.57,9.96,3.1
2,1,17.1,5.9,458,366,3,5,2,1,2.5,45.3,1.49,0.84,8.76,4.9
2,1,14.5,2,318,375,3,4,2,1,3.5,49.8,0.72,2.6,8.92,4.8
2,1,12.8,4.4,353,346,4,4,1,2,3.5,52.3,1.32,1.84,8.56,4.95
2,1,22.2,4.25,372,355,1,4,2,0,3.5,48.1,1.34,1.83,8.27,3.5
